Source,Target,Weight,Type
DB07 , AVHL        ,3,electrical
DB07 , DVA         ,3,electrical
DB07 , PVR         ,4,electrical
DB07 , PVCL        ,8,electrical
DB07 , PVCR        ,2,electrical
DB07 , AVBL        ,13,electrical
DB07 , AVBR        ,3,electrical
DB07 , DB06        ,5,electrical
DB07 , AS10        ,1,electrical
DB07 , PDB         ,2,electrical
DB07 , VA10        ,1,electrical
DB07 , hyp         ,1,electrical
AS01 , FLPR        ,1,electrical
AS01 , AVEL        ,2,electrical
AS01 , AVER        ,1,electrical
AS01 , VA03        ,3,electrical
AS01 , VA06        ,3,electrical
AS01 , VD02        ,23,electrical
AS02 , DA02        ,2,electrical
AS02 , VA03        ,2,electrical
AS02 , VA04        ,9,electrical
AS03 , AVAR        ,1,electrical
AS04 , DA02        ,1,electrical
AS04 , DA03        ,4,electrical
AS05 , AVAR        ,3,electrical
AS05 , AVBR        ,2,electrical
AS06 , AVAR        ,2,electrical
AS06 , AVBL        ,1,electrical
AS06 , AVBR        ,1,electrical
AS06 , DA05        ,5,electrical
AS10 , AVHL        ,1,electrical
AS10 , AVKL        ,1,electrical
AS10 , AVAL        ,5,electrical
AS10 , AVAR        ,2,electrical
AS10 , AVBL        ,1,electrical
AS10 , DA07        ,1,electrical
AS10 , DA09        ,1,electrical
AS10 , DB07        ,1,electrical
AS10 , VA12        ,3,electrical
AS10 , hyp         ,7,electrical
AS11 , AVFL        ,2,electrical
AS11 , AVG         ,1,electrical
AS11 , AVHL        ,3,electrical
AS11 , AVHR        ,17,electrical
AS11 , AVKL        ,1,electrical
AS11 , DVA         ,1,electrical
AS11 , DVB         ,4,electrical
AS11 , PVPL        ,6,electrical
AS11 , AVAR        ,3,electrical
AS11 , DA08        ,1,electrical
AS11 , PDB         ,4,electrical
AS11 , VA11        ,1,electrical
AS11 , VB11        ,1,electrical
AS11 , hyp         ,31,electrical
PDB , AVJL        ,2,electrical
PDB , PVPL        ,1,electrical
PDB , PVR         ,13,electrical
PDB , PDA         ,5,electrical
PDB , DB07        ,2,electrical
PDB , AS11        ,4,electrical
PDB , VD13        ,4,electrical
PDB , hyp         ,11,electrical
DD01 , FLPL        ,1,electrical
DD01 , RIFR        ,2,electrical
DD01 , SABVR       ,1,electrical
DD01 , DD02        ,6,electrical
DD01 , VD02        ,3,electrical
DD01 , VD03        ,4,electrical
DD01 , vBWML8      ,2,electrical
DD01 , VC01        ,1,electrical
DD02 , DD01        ,6,electrical
DD02 , DD03        ,2,electrical
DD02 , VD03        ,1,electrical
DD02 , VD04        ,2,electrical
DD02 , VD05        ,1,electrical
DD03 , DB03        ,1,electrical
DD03 , DB04        ,1,electrical
DD03 , DD02        ,2,electrical
DD03 , DD04        ,3,electrical
DD04 , DD03        ,3,electrical
DD04 , DD05        ,3,electrical
DD05 , DVB         ,1,electrical
DD05 , DD04        ,3,electrical
DD05 , DD06        ,3,electrical
DD06 , AVG         ,1,electrical
DD06 , AVHR        ,1,electrical
DD06 , AVL         ,28,electrical
DD06 , DVB         ,3,electrical
DD06 , DVC         ,1,electrical
DD06 , PVNL        ,1,electrical
DD06 , PVPL        ,2,electrical
DD06 , PVPR        ,9,electrical
DD06 , PVT         ,3,electrical
DD06 , DA08        ,2,electrical
DD06 , PDA         ,1,electrical
DD06 , DD05        ,3,electrical
DD06 , VA12        ,7,electrical
DD06 , VD11        ,3,electrical
DD06 , VD12        ,14,electrical
DD06 , VD13        ,2,electrical
VA01 , AVAL        ,5,electrical
VA01 , AVAR        ,7,electrical
VA01 , DA02        ,9,electrical
VA02 , PLNL        ,2,electrical
VA02 , AVAL        ,13,electrical
VA02 , SABD        ,12,electrical
VA02 , DA03        ,1,electrical
VA02 , VA06        ,1,electrical
VA02 , VD02        ,1,electrical
VA02 , hyp         ,1,electrical
VA03 , AVAL        ,6,electrical
VA03 , AVAR        ,3,electrical
VA03 , SABD        ,2,electrical
VA03 , DA04        ,1,electrical
VA03 , AS01        ,3,electrical
VA03 , AS02        ,2,electrical
VA03 , VD03        ,1,electrical
VA04 , AVAL        ,6,electrical
VA04 , AVAR        ,3,electrical
VA04 , AS02        ,9,electrical
VA04 , VA07        ,1,electrical
VA04 , VB03        ,1,electrical
VA05 , AVAL        ,5,electrical
VA05 , AVAR        ,4,electrical
VA06 , AVAL        ,13,electrical
VA06 , DA02        ,3,electrical
VA06 , DA03        ,1,electrical
VA06 , AS01        ,3,electrical
VA06 , VA02        ,1,electrical
VA07 , AVAL        ,2,electrical
VA07 , AVAR        ,5,electrical
VA07 , VA04        ,1,electrical
VA08 , AVAL        ,2,electrical
VA08 , AVAR        ,2,electrical
VA09 , AVAL        ,4,electrical
VA09 , AVAR        ,5,electrical
VA10 , PVDL        ,1,electrical
VA10 , AVAL        ,6,electrical
VA10 , AVAR        ,4,electrical
VA10 , AVDL        ,1,electrical
VA10 , DA08        ,2,electrical
VA10 , DA09        ,1,electrical
VA10 , DB07        ,1,electrical
VA10 , hyp         ,2,electrical
VA11 , AVFL        ,1,electrical
VA11 , AVHR        ,1,electrical
VA11 , AVJR        ,2,electrical
VA11 , DVA         ,1,electrical
VA11 , PVPL        ,6,electrical
VA11 , PVCR        ,3,electrical
VA11 , AVAL        ,2,electrical
VA11 , AVAR        ,16,electrical
VA11 , AVBL        ,1,electrical
VA11 , AVBR        ,3,electrical
VA11 , DA09        ,3,electrical
VA11 , AS11        ,1,electrical
VA11 , VA12        ,1,electrical
VA11 , VB10        ,3,electrical
VA11 , hyp         ,1,electrical
VA12 , PHCL        ,1,electrical
VA12 , PVPL        ,1,electrical
VA12 , PVCL        ,18,electrical
VA12 , PVCR        ,8,electrical
VA12 , AVAR        ,3,electrical
VA12 , DA08        ,6,electrical
VA12 , DA09        ,1,electrical
VA12 , AS10        ,3,electrical
VA12 , DD06        ,7,electrical
VA12 , VA11        ,1,electrical
VA12 , VB11        ,7,electrical
VA12 , VD12        ,8,electrical
VA12 , VD13        ,6,electrical
VB01 , AVFR        ,1,electrical
VB01 , AVBL        ,1,electrical
VB01 , VB02        ,2,electrical
VB02 , AVBL        ,14,electrical
VB02 , AVBR        ,6,electrical
VB02 , VB01        ,2,electrical
VB02 , VB03        ,10,electrical
VB02 , VB04        ,1,electrical
VB03 , AVBR        ,7,electrical
VB03 , DB01        ,5,electrical
VB03 , VA04        ,1,electrical
VB03 , VB02        ,10,electrical
VB03 , VB04        ,1,electrical
VB04 , DVA         ,1,electrical
VB04 , AVBL        ,3,electrical
VB04 , AVBR        ,5,electrical
VB04 , DB02        ,1,electrical
VB04 , VB02        ,1,electrical
VB04 , VB03        ,1,electrical
VB04 , VB05        ,1,electrical
VB05 , AVBL        ,3,electrical
VB05 , AVBR        ,3,electrical
VB05 , VB04        ,1,electrical
VB05 , VB06        ,5,electrical
VB06 , AVBL        ,3,electrical
VB06 , AVBR        ,4,electrical
VB06 , DB03        ,1,electrical
VB06 , VB05        ,5,electrical
VB06 , VB07        ,5,electrical
VB07 , AVBL        ,4,electrical
VB07 , AVBR        ,3,electrical
VB07 , VB06        ,5,electrical
VB07 , VB08        ,5,electrical
VB08 , AVBL        ,3,electrical
VB08 , AVBR        ,4,electrical
VB08 , VB07        ,5,electrical
VB08 , VB09        ,5,electrical
VB09 , PDER        ,7,electrical
VB09 , AVBL        ,4,electrical
VB09 , AVBR        ,3,electrical
VB09 , VB08        ,5,electrical
VB09 , VB10        ,5,electrical
VB10 , PDEL        ,1,electrical
VB10 , PDER        ,4,electrical
VB10 , AVKL        ,1,electrical
VB10 , PVCL        ,2,electrical
VB10 , PVCR        ,1,electrical
VB10 , AVBL        ,3,electrical
VB10 , AVBR        ,4,electrical
VB10 , VA11        ,3,electrical
VB10 , VB09        ,5,electrical
VB10 , VB11        ,4,electrical
VB10 , VD11        ,1,electrical
VB10 , VD12        ,1,electrical
VB11 , PDEL        ,4,electrical
VB11 , PVCL        ,4,electrical
VB11 , PVCR        ,2,electrical
VB11 , AVAL        ,2,electrical
VB11 , AVBL        ,5,electrical
VB11 , AVBR        ,6,electrical
VB11 , DA09        ,1,electrical
VB11 , AS11        ,1,electrical
VB11 , VA12        ,7,electrical
VB11 , VB10        ,4,electrical
VB11 , hyp         ,1,electrical
VD01 , RIGL        ,3,electrical
VD01 , RIGR        ,2,electrical
VD01 , DVC         ,2,electrical
VD01 , SMDDR       ,5,electrical
VD01 , VD02        ,4,electrical
VD01 , VC02        ,1,electrical
VD02 , AS01        ,23,electrical
VD02 , DD01        ,3,electrical
VD02 , VA02        ,1,electrical
VD02 , VD01        ,4,electrical
VD02 , VD02        ,3,electrical
VD02 , VD03        ,7,electrical
VD02 , dBWML9      ,1,electrical
VD03 , DD01        ,4,electrical
VD03 , DD02        ,1,electrical
VD03 , VA03        ,1,electrical
VD03 , VD02        ,7,electrical
VD03 , VD04        ,6,electrical
VD04 , DD02        ,2,electrical
VD04 , VD03        ,6,electrical
VD04 , VD05        ,1,electrical
VD05 , DD02        ,1,electrical
VD05 , VD04        ,1,electrical
VD05 , VD06        ,10,electrical
VD06 , VD05        ,10,electrical
VD06 , VD07        ,15,electrical
VD07 , VD06        ,15,electrical
VD07 , VD08        ,6,electrical
VD08 , VD07        ,6,electrical
VD08 , VD09        ,6,electrical
VD09 , PVDR        ,1,electrical
VD09 , PDER        ,5,electrical
VD09 , VD08        ,6,electrical
VD09 , VD10        ,6,electrical
VD10 , VD09        ,6,electrical
VD10 , VD11        ,6,electrical
VD11 , AVL         ,1,electrical
VD11 , DVB         ,2,electrical
VD11 , DVC         ,1,electrical
VD11 , PVPL        ,1,electrical
VD11 , PVT         ,3,electrical
VD11 , AVAR        ,1,electrical
VD11 , DA07        ,2,electrical
VD11 , DD06        ,3,electrical
VD11 , VB10        ,1,electrical
VD11 , VD10        ,6,electrical
VD11 , VD12        ,6,electrical
VD11 , hyp         ,2,electrical
VD12 , AVFL        ,3,electrical
VD12 , AVHL        ,8,electrical
VD12 , AVHR        ,13,electrical
VD12 , AVL         ,2,electrical
VD12 , PVNL        ,1,electrical
VD12 , PVPR        ,35,electrical
VD12 , PVT         ,4,electrical
VD12 , PVWL        ,6,electrical
VD12 , PVCR        ,1,electrical
VD12 , DD06        ,14,electrical
VD12 , VA12        ,8,electrical
VD12 , VB10        ,1,electrical
VD12 , VD11        ,6,electrical
VD12 , VD13        ,6,electrical
VD12 , hyp         ,5,electrical
VD12 , VC06        ,1,electrical
VD13 , AVL         ,5,electrical
VD13 , DVB         ,5,electrical
VD13 , DVC         ,1,electrical
VD13 , PVNR        ,1,electrical
VD13 , PVPL        ,11,electrical
VD13 , PVR         ,1,electrical
VD13 , PVT         ,17,electrical
VD13 , PVWL        ,1,electrical
VD13 , PVWR        ,2,electrical
VD13 , PVCL        ,1,electrical
VD13 , DA09        ,2,electrical
VD13 , PDB         ,4,electrical
VD13 , DD06        ,2,electrical
VD13 , VA12        ,6,electrical
VD13 , VD12        ,6,electrical
dBWML1 , dBWML2      ,15,electrical
dBWML1 , dBWML3      ,15,electrical
dBWML2 , dBWML1      ,15,electrical
dBWML2 , dBWML3      ,15,electrical
dBWML3 , dBWML1      ,15,electrical
dBWML3 , dBWML2      ,15,electrical
dBWML3 , dBWML4      ,15,electrical
dBWML4 , dBWML3      ,15,electrical
dBWML4 , dBWML5      ,15,electrical
dBWML5 , dBWML4      ,15,electrical
dBWML5 , dBWML6      ,15,electrical
dBWML6 , dBWML5      ,15,electrical
dBWML6 , dBWML7      ,15,electrical
dBWML7 , dBWML6      ,15,electrical
dBWML7 , dBWML8      ,15,electrical
dBWML8 , dBWML7      ,15,electrical
dBWML8 , dBWML9      ,15,electrical
dBWML9 , VD02        ,1,electrical
dBWML9 , dBWML8      ,15,electrical
dBWML9 , dBWML10     ,15,electrical
dBWML10 , dBWML9      ,15,electrical
dBWML10 , dBWML11     ,15,electrical
dBWML11 , dBWML10     ,15,electrical
dBWML11 , dBWML12     ,15,electrical
dBWML12 , dBWML11     ,15,electrical
dBWML12 , dBWML13     ,15,electrical
dBWML13 , dBWML12     ,15,electrical
dBWML13 , dBWML14     ,15,electrical
dBWML14 , dBWML13     ,15,electrical
dBWML14 , dBWML15     ,15,electrical
dBWML15 , dBWML14     ,15,electrical
dBWML15 , dBWML16     ,15,electrical
dBWML16 , dBWML15     ,15,electrical
dBWML16 , dBWML17     ,15,electrical
dBWML17 , dBWML16     ,15,electrical
dBWML17 , dBWML18     ,15,electrical
dBWML18 , dBWML17     ,15,electrical
dBWML18 , dBWML19     ,15,electrical
dBWML19 , dBWML18     ,15,electrical
dBWML19 , dBWML20     ,15,electrical
dBWML20 , dBWML19     ,15,electrical
dBWML20 , dBWML21     ,15,electrical
dBWML21 , dBWML20     ,15,electrical
dBWML21 , dBWML22     ,15,electrical
dBWML22 , dBWML21     ,15,electrical
dBWML22 , dBWML23     ,15,electrical
dBWML23 , dBWML22     ,15,electrical
dBWML23 , dBWML24     ,15,electrical
dBWML24 , dBWML23     ,15,electrical
dBWMR1 , dBWMR2      ,15,electrical
dBWMR1 , dBWMR3      ,15,electrical
dBWMR2 , dBWMR1      ,15,electrical
dBWMR2 , dBWMR3      ,15,electrical
dBWMR3 , dBWMR1      ,15,electrical
dBWMR3 , dBWMR2      ,15,electrical
dBWMR3 , dBWMR4      ,15,electrical
dBWMR4 , dBWMR3      ,15,electrical
dBWMR4 , dBWMR5      ,15,electrical
dBWMR5 , dBWMR4      ,15,electrical
dBWMR5 , dBWMR6      ,15,electrical
dBWMR6 , dBWMR5      ,15,electrical
dBWMR6 , dBWMR7      ,15,electrical
dBWMR7 , dBWMR6      ,15,electrical
dBWMR7 , dBWMR8      ,15,electrical
dBWMR8 , dBWMR7      ,15,electrical
dBWMR8 , dBWMR9      ,15,electrical
dBWMR9 , dBWMR8      ,15,electrical
dBWMR9 , dBWMR10     ,15,electrical
dBWMR10 , dBWMR9      ,15,electrical
dBWMR10 , dBWMR11     ,15,electrical
dBWMR11 , dBWMR10     ,15,electrical
dBWMR11 , dBWMR12     ,15,electrical
dBWMR12 , dBWMR11     ,15,electrical
dBWMR12 , dBWMR13     ,15,electrical
dBWMR13 , dBWMR12     ,15,electrical
dBWMR13 , dBWMR14     ,15,electrical
dBWMR14 , dBWMR13     ,15,electrical
dBWMR14 , dBWMR15     ,15,electrical
dBWMR15 , dBWMR14     ,15,electrical
dBWMR15 , dBWMR16     ,15,electrical
dBWMR16 , dBWMR15     ,15,electrical
dBWMR16 , dBWMR17     ,15,electrical
dBWMR17 , dBWMR16     ,15,electrical
dBWMR17 , dBWMR18     ,15,electrical
dBWMR18 , dBWMR17     ,15,electrical
dBWMR18 , dBWMR19     ,15,electrical
dBWMR19 , dBWMR18     ,15,electrical
dBWMR19 , dBWMR20     ,15,electrical
dBWMR20 , dBWMR19     ,15,electrical
dBWMR20 , dBWMR21     ,15,electrical
dBWMR21 , dBWMR20     ,15,electrical
dBWMR21 , dBWMR22     ,15,electrical
dBWMR22 , dBWMR21     ,15,electrical
dBWMR22 , dBWMR23     ,15,electrical
dBWMR23 , dBWMR22     ,15,electrical
dBWMR23 , dBWMR24     ,15,electrical
dBWMR24 , dBWMR23     ,15,electrical
vBWML1 , vBWML2      ,15,electrical
vBWML1 , vBWML3      ,15,electrical
vBWML2 , vBWML1      ,15,electrical
vBWML2 , vBWML3      ,15,electrical
vBWML3 , vBWML1      ,15,electrical
vBWML3 , vBWML2      ,15,electrical
vBWML3 , vBWML4      ,15,electrical
vBWML4 , vBWML3      ,15,electrical
vBWML4 , vBWML5      ,15,electrical
vBWML5 , vBWML4      ,15,electrical
vBWML5 , vBWML6      ,15,electrical
vBWML6 , vBWML5      ,15,electrical
vBWML6 , vBWML7      ,15,electrical
vBWML7 , vBWML6      ,15,electrical
vBWML7 , vBWML8      ,15,electrical
vBWML8 , DD01        ,2,electrical
vBWML8 , vBWML7      ,15,electrical
vBWML8 , vBWML9      ,15,electrical
vBWML9 , vBWML8      ,15,electrical
vBWML9 , vBWML10     ,15,electrical
vBWML9 , vBWMR8      ,2,electrical
vBWML10 , vBWML9      ,15,electrical
vBWML10 , vBWML11     ,15,electrical
vBWML11 , vBWML10     ,15,electrical
vBWML11 , vBWML12     ,15,electrical
vBWML12 , vBWML11     ,15,electrical
vBWML12 , vBWML13     ,15,electrical
vBWML13 , vBWML12     ,15,electrical
vBWML13 , vBWML14     ,15,electrical
vBWML14 , vBWML13     ,15,electrical
vBWML14 , vBWML15     ,15,electrical
vBWML15 , vBWML14     ,15,electrical
vBWML15 , vBWML16     ,15,electrical
vBWML16 , vBWML15     ,15,electrical
vBWML16 , vBWML17     ,15,electrical
vBWML17 , vBWML16     ,15,electrical
vBWML17 , vBWML18     ,15,electrical
vBWML18 , vBWML17     ,15,electrical
vBWML18 , vBWML19     ,15,electrical
vBWML19 , vBWML18     ,15,electrical
vBWML19 , vBWML20     ,15,electrical
vBWML20 , vBWML19     ,15,electrical
vBWML20 , vBWML21     ,15,electrical
vBWML21 , vBWML20     ,15,electrical
vBWML21 , vBWML22     ,15,electrical
vBWML22 , vBWML21     ,15,electrical
vBWML22 , vBWML23     ,15,electrical
vBWML23 , vBWML22     ,15,electrical
vBWMR1 , vBWMR2      ,15,electrical
vBWMR1 , vBWMR3      ,15,electrical
vBWMR2 , vBWMR1      ,15,electrical
vBWMR2 , vBWMR3      ,15,electrical
vBWMR3 , vBWMR1      ,15,electrical
vBWMR3 , vBWMR2      ,15,electrical
vBWMR3 , vBWMR4      ,15,electrical
vBWMR4 , vBWMR3      ,15,electrical
vBWMR4 , vBWMR5      ,15,electrical
vBWMR5 , vBWMR4      ,15,electrical
vBWMR5 , vBWMR6      ,15,electrical
vBWMR6 , vBWMR5      ,15,electrical
vBWMR6 , vBWMR7      ,15,electrical
vBWMR7 , vBWMR6      ,15,electrical
vBWMR7 , vBWMR8      ,15,electrical
vBWMR8 , DD01        ,2,electrical
vBWMR8 , vBWML9      ,2,electrical
vBWMR8 , vBWMR7      ,15,electrical
vBWMR8 , vBWMR9      ,15,electrical
vBWMR9 , vBWMR8      ,15,electrical
vBWMR9 , vBWMR10     ,15,electrical
vBWMR10 , vBWMR9      ,15,electrical
vBWMR10 , vBWMR11     ,15,electrical
vBWMR11 , vBWMR10     ,15,electrical
vBWMR11 , vBWMR12     ,15,electrical
vBWMR12 , vBWMR11     ,15,electrical
vBWMR12 , vBWMR13     ,15,electrical
vBWMR13 , vBWMR12     ,15,electrical
vBWMR13 , vBWMR14     ,15,electrical
vBWMR14 , vBWMR13     ,15,electrical
vBWMR14 , vBWMR15     ,15,electrical
vBWMR15 , vBWMR14     ,15,electrical
vBWMR15 , vBWMR16     ,15,electrical
vBWMR16 , vBWMR15     ,15,electrical
vBWMR16 , vBWMR17     ,15,electrical
vBWMR17 , vBWMR16     ,15,electrical
vBWMR17 , vBWMR18     ,15,electrical
vBWMR18 , vBWMR17     ,15,electrical
vBWMR18 , vBWMR19     ,15,electrical
vBWMR19 , vBWMR18     ,15,electrical
vBWMR19 , vBWMR20     ,15,electrical
vBWMR20 , vBWMR19     ,15,electrical
vBWMR20 , vBWMR21     ,15,electrical
vBWMR21 , vBWMR20     ,15,electrical
vBWMR21 , vBWMR22     ,15,electrical
vBWMR22 , vBWMR21     ,15,electrical
vBWMR22 , vBWMR23     ,15,electrical
vBWMR23 , vBWMR22     ,15,electrical
vBWMR23 , vBWMR24     ,15,electrical
vBWMR24 , vBWMR23     ,15,electrical
hyp , ADLL        ,1,electrical
hyp , PLML        ,3,electrical
hyp , PLMR        ,1,electrical
hyp , ALNL        ,3,electrical
hyp , PLNL        ,3,electrical
hyp , PLNR        ,2,electrical
hyp , PQR         ,1,electrical
hyp , PDER        ,1,electrical
hyp , PHAL        ,1,electrical
hyp , PHAR        ,1,electrical
hyp , PHBL        ,3,electrical
hyp , PHBR        ,4,electrical
hyp , PHCL        ,1,electrical
hyp , AVFL        ,8,electrical
hyp , AVFR        ,3,electrical
hyp , AVG         ,6,electrical
hyp , AVHL        ,35,electrical
hyp , AVHR        ,11,electrical
hyp , AVJL        ,3,electrical
hyp , AVJR        ,3,electrical
hyp , AVKL        ,1,electrical
hyp , AVKR        ,34,electrical
hyp , DVA         ,4,electrical
hyp , DVB         ,1,electrical
hyp , DVC         ,2,electrical
hyp , PVNL        ,2,electrical
hyp , PVNR        ,1,electrical
hyp , PVPL        ,41,electrical
hyp , PVPR        ,4,electrical
hyp , PVQL        ,3,electrical
hyp , PVQR        ,1,electrical
hyp , PVR         ,12,electrical
hyp , PVT         ,1,electrical
hyp , PVWL        ,6,electrical
hyp , PVWR        ,4,electrical
hyp , PVCL        ,4,electrical
hyp , PVCR        ,3,electrical
hyp , AVAL        ,3,electrical
hyp , AVAR        ,4,electrical
hyp , AVBR        ,5,electrical
hyp , AVDL        ,3,electrical
hyp , LUAR        ,7,electrical
